Year,Region,Type,Sub-type,Total
2016,REGION XIII (Caraga),Employment Category,Part-time,10
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Part-time,6
2016,NO INFO,Employment Category,Part-time,0
2016,NATIONAL CAPITAL REGION (NCR),Employment Category,Others,6258
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Others,400
2016,REGION I (ILOCOS REGION),Employment Category,Others,828
2016,REGION II (CAGAYAN VALLEY),Employment Category,Others,591
2016,REGION III (CENTRAL LUZON),Employment Category,Others,2441
2016,REGION IV-A (CALABARZON),Employment Category,Others,2000
2016,MIMAROPA REGION,Employment Category,Others,222
2016,REGION V (BICOL REGION),Employment Category,Others,692
2016,REGION VI (WESTERN VISAYAS),Employment Category,Others,1248
2016,REGION VII (CENTRAL VISAYAS),Employment Category,Others,1041
2016,REGION VIII (EASTERN VISAYAS),Employment Category,Others,604
2016,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Others,514
2016,REGION X (NORTHERN MINDANAO),Employment Category,Others,301
2016,REGION XI (DAVAO REGION),Employment Category,Others,624
2016,REGION XII (SOCCSKSARGEN),Employment Category,Others,529
2016,REGION XIII (Caraga),Employment Category,Others,187
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Others,53
2016,NO INFO,Employment Category,Others,31
2017,NATIONAL CAPITAL REGION (NCR),Employment Category,Full-time,4250
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Full-time,564
2017,REGION I (ILOCOS REGION),Employment Category,Full-time,851
2017,REGION II (CAGAYAN VALLEY),Employment Category,Full-time,387
2017,REGION III (CENTRAL LUZON),Employment Category,Full-time,1070
2017,REGION IV-A (CALABARZON),Employment Category,Full-time,1430
2017,MIMAROPA REGION,Employment Category,Full-time,191
2017,REGION V (BICOL REGION),Employment Category,Full-time,484
2017,REGION VI (WESTERN VISAYAS),Employment Category,Full-time,780
2017,REGION VII (CENTRAL VISAYAS),Employment Category,Full-time,819
2017,REGION VIII (EASTERN VISAYAS),Employment Category,Full-time,350
2017,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Full-time,288
2017,REGION X (NORTHERN MINDANAO),Employment Category,Full-time,742
2017,REGION XI (DAVAO REGION),Employment Category,Full-time,676
2017,REGION XII (SOCCSKSARGEN),Employment Category,Full-time,320
2017,REGION XIII (Caraga),Employment Category,Full-time,266
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Full-time,194
2017,NO INFO,Employment Category,Full-time,0
2017,NATIONAL CAPITAL REGION (NCR),Employment Category,Part-time,2306
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Part-time,40
2017,REGION I (ILOCOS REGION),Employment Category,Part-time,153
2017,REGION II (CAGAYAN VALLEY),Employment Category,Part-time,87
2017,REGION III (CENTRAL LUZON),Employment Category,Part-time,317
2017,REGION IV-A (CALABARZON),Employment Category,Part-time,469
2017,MIMAROPA REGION,Employment Category,Part-time,2
2017,REGION V (BICOL REGION),Employment Category,Part-time,92
2017,REGION VI (WESTERN VISAYAS),Employment Category,Part-time,72
2017,REGION VII (CENTRAL VISAYAS),Employment Category,Part-time,132
2017,REGION VIII (EASTERN VISAYAS),Employment Category,Part-time,31
2017,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Part-time,83
2017,REGION X (NORTHERN MINDANAO),Employment Category,Part-time,166
2017,REGION XI (DAVAO REGION),Employment Category,Part-time,119
2017,REGION XII (SOCCSKSARGEN),Employment Category,Part-time,85
2017,REGION XIII (Caraga),Employment Category,Part-time,10
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Part-time,6
2017,NO INFO,Employment Category,Part-time,0
2017,NATIONAL CAPITAL REGION (NCR),Employment Category,Others,6764
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Others,403
2017,REGION I (ILOCOS REGION),Employment Category,Others,827
2017,REGION II (CAGAYAN VALLEY),Employment Category,Others,589
2017,REGION III (CENTRAL LUZON),Employment Category,Others,2452
2017,REGION IV-A (CALABARZON),Employment Category,Others,2032
2017,MIMAROPA REGION,Employment Category,Others,222
2017,REGION V (BICOL REGION),Employment Category,Others,709
2017,REGION VI (WESTERN VISAYAS),Employment Category,Others,1247
2017,REGION VII (CENTRAL VISAYAS),Employment Category,Others,1157
2017,REGION VIII (EASTERN VISAYAS),Employment Category,Others,604
2017,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Others,510
2017,REGION X (NORTHERN MINDANAO),Employment Category,Others,334
2017,REGION XI (DAVAO REGION),Employment Category,Others,625
2017,REGION XII (SOCCSKSARGEN),Employment Category,Others,538
2017,REGION XIII (Caraga),Employment Category,Others,185
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Others,52
2017,NO INFO,Employment Category,Others,26
2010,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,1570
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,329
2010,REGION I (ILOCOS REGION),Ownership type,Private,730
2010,REGION II (CAGAYAN VALLEY),Ownership type,Private,301
2010,REGION III (CENTRAL LUZON),Ownership type,Private,1546
2010,REGION IV-A (CALABARZON),Ownership type,Private,1697
2010,MIMAROPA REGION,Ownership type,Private,127
2010,REGION V (BICOL REGION),Ownership type,Private,260
2010,REGION VI (WESTERN VISAYAS),Ownership type,Private,221
2010,REGION VII (CENTRAL VISAYAS),Ownership type,Private,473
2010,REGION VIII (EASTERN VISAYAS),Ownership type,Private,257
2010,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,148
2010,REGION X (NORTHERN MINDANAO),Ownership type,Private,359
2010,REGION XI (DAVAO REGION),Ownership type,Private,201
2010,REGION XII (SOCCSKSARGEN),Ownership type,Private,468
2010,REGION XIII (Caraga),Ownership type,Private,131
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,0
2010,NO INFO,Ownership type,Private,0
2010,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,1302
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,437
2010,REGION I (ILOCOS REGION),Ownership type,Public,670
2010,REGION II (CAGAYAN VALLEY),Ownership type,Public,448
2010,REGION III (CENTRAL LUZON),Ownership type,Public,938
2010,REGION IV-A (CALABARZON),Ownership type,Public,481
2010,MIMAROPA REGION,Ownership type,Public,286
2010,REGION V (BICOL REGION),Ownership type,Public,415
2010,REGION VI (WESTERN VISAYAS),Ownership type,Public,407
2010,REGION VII (CENTRAL VISAYAS),Ownership type,Public,588
2010,REGION VIII (EASTERN VISAYAS),Ownership type,Public,443
2010,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,323
2010,REGION X (NORTHERN MINDANAO),Ownership type,Public,470
2010,REGION XI (DAVAO REGION),Ownership type,Public,91
2010,REGION XII (SOCCSKSARGEN),Ownership type,Public,309
2010,REGION XIII (Caraga),Ownership type,Public,292
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,61
2010,NO INFO,Ownership type,Public,0
2011,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,1692
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,329
2011,REGION I (ILOCOS REGION),Ownership type,Private,721
2011,REGION II (CAGAYAN VALLEY),Ownership type,Private,317
2011,REGION III (CENTRAL LUZON),Ownership type,Private,1562
2011,REGION IV-A (CALABARZON),Ownership type,Private,1760
2011,MIMAROPA REGION,Ownership type,Private,127
2011,REGION V (BICOL REGION),Ownership type,Private,306
2011,REGION VI (WESTERN VISAYAS),Ownership type,Private,508
2011,REGION VII (CENTRAL VISAYAS),Ownership type,Private,473
2011,REGION VIII (EASTERN VISAYAS),Ownership type,Private,260
2011,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,147
2011,REGION X (NORTHERN MINDANAO),Ownership type,Private,357
2011,REGION XI (DAVAO REGION),Ownership type,Private,530
2011,REGION XII (SOCCSKSARGEN),Ownership type,Private,456
2011,REGION XIII (Caraga),Ownership type,Private,129
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,0
2011,NO INFO,Ownership type,Private,0
2011,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,1716
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,443
2011,REGION I (ILOCOS REGION),Ownership type,Public,710
2011,REGION II (CAGAYAN VALLEY),Ownership type,Public,448
2011,REGION III (CENTRAL LUZON),Ownership type,Public,943
2011,REGION IV-A (CALABARZON),Ownership type,Public,491
2011,MIMAROPA REGION,Ownership type,Public,286
2011,REGION V (BICOL REGION),Ownership type,Public,458
2011,REGION VI (WESTERN VISAYAS),Ownership type,Public,439
2011,REGION VII (CENTRAL VISAYAS),Ownership type,Public,626
2011,REGION VIII (EASTERN VISAYAS),Ownership type,Public,445
2011,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,339
2011,REGION X (NORTHERN MINDANAO),Ownership type,Public,493
2011,REGION XI (DAVAO REGION),Ownership type,Public,217
2011,REGION XII (SOCCSKSARGEN),Ownership type,Public,313
2011,REGION XIII (Caraga),Ownership type,Public,294
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,60
2011,NO INFO,Ownership type,Public,0
2012,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,4234
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,330
2012,REGION I (ILOCOS REGION),Ownership type,Private,720
2012,REGION II (CAGAYAN VALLEY),Ownership type,Private,321
2012,REGION III (CENTRAL LUZON),Ownership type,Private,1602
2012,REGION IV-A (CALABARZON),Ownership type,Private,1745
2012,MIMAROPA REGION,Ownership type,Private,127
2012,REGION V (BICOL REGION),Ownership type,Private,310
2012,REGION VI (WESTERN VISAYAS),Ownership type,Private,505
2012,REGION VII (CENTRAL VISAYAS),Ownership type,Private,466
2012,REGION VIII (EASTERN VISAYAS),Ownership type,Private,259
2012,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,182
2012,REGION X (NORTHERN MINDANAO),Ownership type,Private,353
2012,REGION XI (DAVAO REGION),Ownership type,Private,488
2012,REGION XII (SOCCSKSARGEN),Ownership type,Private,460
2012,REGION XIII (Caraga),Ownership type,Private,128
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,0
2012,NO INFO,Ownership type,Private,0
2012,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,4305
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,466
2012,REGION I (ILOCOS REGION),Ownership type,Public,703
2012,REGION II (CAGAYAN VALLEY),Ownership type,Public,458
2012,REGION III (CENTRAL LUZON),Ownership type,Public,955
2012,REGION IV-A (CALABARZON),Ownership type,Public,513
2012,MIMAROPA REGION,Ownership type,Public,287
2012,REGION V (BICOL REGION),Ownership type,Public,456
2012,REGION VI (WESTERN VISAYAS),Ownership type,Public,509
2012,REGION VII (CENTRAL VISAYAS),Ownership type,Public,633
2012,REGION VIII (EASTERN VISAYAS),Ownership type,Public,450
2012,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,377
2012,REGION X (NORTHERN MINDANAO),Ownership type,Public,540
2012,REGION XI (DAVAO REGION),Ownership type,Public,219
2012,REGION XII (SOCCSKSARGEN),Ownership type,Public,324
2012,REGION XIII (Caraga),Ownership type,Public,292
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,59
2012,NO INFO,Ownership type,Public,0
2013,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,4839
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,324
2013,REGION I (ILOCOS REGION),Ownership type,Private,744
2013,REGION II (CAGAYAN VALLEY),Ownership type,Private,346
2013,REGION III (CENTRAL LUZON),Ownership type,Private,1649
2013,REGION IV-A (CALABARZON),Ownership type,Private,1855
2013,MIMAROPA REGION,Ownership type,Private,127
2013,REGION V (BICOL REGION),Ownership type,Private,311
2013,REGION VI (WESTERN VISAYAS),Ownership type,Private,513
2013,REGION VII (CENTRAL VISAYAS),Ownership type,Private,470
2013,REGION VIII (EASTERN VISAYAS),Ownership type,Private,303
2013,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,180
2013,REGION X (NORTHERN MINDANAO),Ownership type,Private,361
2013,REGION XI (DAVAO REGION),Ownership type,Private,497
2013,REGION XII (SOCCSKSARGEN),Ownership type,Private,460
2013,REGION XIII (Caraga),Ownership type,Private,128
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,0
2013,NO INFO,Ownership type,Private,0
2013,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,4907
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,469
2013,REGION I (ILOCOS REGION),Ownership type,Public,709
2013,REGION II (CAGAYAN VALLEY),Ownership type,Public,459
2013,REGION III (CENTRAL LUZON),Ownership type,Public,980
2013,REGION IV-A (CALABARZON),Ownership type,Public,521
2013,MIMAROPA REGION,Ownership type,Public,286
2013,REGION V (BICOL REGION),Ownership type,Public,482
2013,REGION VI (WESTERN VISAYAS),Ownership type,Public,517
2013,REGION VII (CENTRAL VISAYAS),Ownership type,Public,706
2013,REGION VIII (EASTERN VISAYAS),Ownership type,Public,456
2013,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,379
2013,REGION X (NORTHERN MINDANAO),Ownership type,Public,554
2013,REGION XI (DAVAO REGION),Ownership type,Public,223
2013,REGION XII (SOCCSKSARGEN),Ownership type,Public,326
2013,REGION XIII (Caraga),Ownership type,Public,295
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,61
2013,NO INFO,Ownership type,Public,0
2014,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,4885
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,322
2014,REGION I (ILOCOS REGION),Ownership type,Private,860
2014,REGION II (CAGAYAN VALLEY),Ownership type,Private,346
2014,REGION III (CENTRAL LUZON),Ownership type,Private,1641
2014,REGION IV-A (CALABARZON),Ownership type,Private,1859
2014,MIMAROPA REGION,Ownership type,Private,127
2014,REGION V (BICOL REGION),Ownership type,Private,313
2014,REGION VI (WESTERN VISAYAS),Ownership type,Private,517
2014,REGION VII (CENTRAL VISAYAS),Ownership type,Private,472
2014,REGION VIII (EASTERN VISAYAS),Ownership type,Private,303
2014,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,180
2014,REGION X (NORTHERN MINDANAO),Ownership type,Private,365
2014,REGION XI (DAVAO REGION),Ownership type,Private,496
2014,REGION XII (SOCCSKSARGEN),Ownership type,Private,459
2014,REGION XIII (Caraga),Ownership type,Private,128
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,0
2014,NO INFO,Ownership type,Private,0
2014,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,4900
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,469
2014,REGION I (ILOCOS REGION),Ownership type,Public,854
2014,REGION II (CAGAYAN VALLEY),Ownership type,Public,466
2014,REGION III (CENTRAL LUZON),Ownership type,Public,987
2014,REGION IV-A (CALABARZON),Ownership type,Public,523
2014,MIMAROPA REGION,Ownership type,Public,299
2014,REGION V (BICOL REGION),Ownership type,Public,482
2014,REGION VI (WESTERN VISAYAS),Ownership type,Public,568
2014,REGION VII (CENTRAL VISAYAS),Ownership type,Public,717
2014,REGION VIII (EASTERN VISAYAS),Ownership type,Public,464
2014,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,380
2014,REGION X (NORTHERN MINDANAO),Ownership type,Public,564
2014,REGION XI (DAVAO REGION),Ownership type,Public,224
2014,REGION XII (SOCCSKSARGEN),Ownership type,Public,329
2014,REGION XIII (Caraga),Ownership type,Public,298
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,68
2014,NO INFO,Ownership type,Public,0
2015,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,6024
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,342
2015,REGION I (ILOCOS REGION),Ownership type,Private,899
2015,REGION II (CAGAYAN VALLEY),Ownership type,Private,489
2015,REGION III (CENTRAL LUZON),Ownership type,Private,2184
2015,REGION IV-A (CALABARZON),Ownership type,Private,2989
2015,MIMAROPA REGION,Ownership type,Private,132
2015,REGION V (BICOL REGION),Ownership type,Private,580
2015,REGION VI (WESTERN VISAYAS),Ownership type,Private,1087
2015,REGION VII (CENTRAL VISAYAS),Ownership type,Private,899
2015,REGION VIII (EASTERN VISAYAS),Ownership type,Private,404
2015,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,352
2015,REGION X (NORTHERN MINDANAO),Ownership type,Private,544
2015,REGION XI (DAVAO REGION),Ownership type,Private,1071
2015,REGION XII (SOCCSKSARGEN),Ownership type,Private,516
2015,REGION XIII (Caraga),Ownership type,Private,131
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,11
2015,NO INFO,Ownership type,Private,0
2015,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,5047
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,652
2015,REGION I (ILOCOS REGION),Ownership type,Public,927
2015,REGION II (CAGAYAN VALLEY),Ownership type,Public,579
2015,REGION III (CENTRAL LUZON),Ownership type,Public,1580
2015,REGION IV-A (CALABARZON),Ownership type,Public,880
2015,MIMAROPA REGION,Ownership type,Public,282
2015,REGION V (BICOL REGION),Ownership type,Public,632
2015,REGION VI (WESTERN VISAYAS),Ownership type,Public,834
2015,REGION VII (CENTRAL VISAYAS),Ownership type,Public,1053
2015,REGION VIII (EASTERN VISAYAS),Ownership type,Public,582
2015,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,525
2015,REGION X (NORTHERN MINDANAO),Ownership type,Public,613
2015,REGION XI (DAVAO REGION),Ownership type,Public,348
2015,REGION XII (SOCCSKSARGEN),Ownership type,Public,379
2015,REGION XIII (Caraga),Ownership type,Public,330
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,238
2015,NO INFO,Ownership type,Public,0
2016,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,6545
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,340
2016,REGION I (ILOCOS REGION),Ownership type,Private,907
2016,REGION II (CAGAYAN VALLEY),Ownership type,Private,489
2016,REGION III (CENTRAL LUZON),Ownership type,Private,2196
2016,REGION IV-A (CALABARZON),Ownership type,Private,3008
2016,MIMAROPA REGION,Ownership type,Private,132
2016,REGION V (BICOL REGION),Ownership type,Private,575
2016,REGION VI (WESTERN VISAYAS),Ownership type,Private,1238
2016,REGION VII (CENTRAL VISAYAS),Ownership type,Private,893
2016,REGION VIII (EASTERN VISAYAS),Ownership type,Private,402
2016,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,351
2016,REGION X (NORTHERN MINDANAO),Ownership type,Private,549
2016,REGION XI (DAVAO REGION),Ownership type,Private,1072
2016,REGION XII (SOCCSKSARGEN),Ownership type,Private,510
2016,REGION XIII (Caraga),Ownership type,Private,130
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,11
2016,NO INFO,Ownership type,Private,31
2016,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,5468
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,662
2016,REGION I (ILOCOS REGION),Ownership type,Public,926
2016,REGION II (CAGAYAN VALLEY),Ownership type,Public,577
2016,REGION III (CENTRAL LUZON),Ownership type,Public,1595
2016,REGION IV-A (CALABARZON),Ownership type,Public,883
2016,MIMAROPA REGION,Ownership type,Public,282
2016,REGION V (BICOL REGION),Ownership type,Public,697
2016,REGION VI (WESTERN VISAYAS),Ownership type,Public,860
2016,REGION VII (CENTRAL VISAYAS),Ownership type,Public,1025
2016,REGION VIII (EASTERN VISAYAS),Ownership type,Public,583
2016,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,533
2016,REGION X (NORTHERN MINDANAO),Ownership type,Public,617
2016,REGION XI (DAVAO REGION),Ownership type,Public,348
2016,REGION XII (SOCCSKSARGEN),Ownership type,Public,416
2016,REGION XIII (Caraga),Ownership type,Public,333
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,238
2016,NO INFO,Ownership type,Public,0
2017,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,7468
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,339
2017,REGION I (ILOCOS REGION),Ownership type,Private,905
2017,REGION II (CAGAYAN VALLEY),Ownership type,Private,488
2017,REGION III (CENTRAL LUZON),Ownership type,Private,2235
2017,REGION IV-A (CALABARZON),Ownership type,Private,3044
2017,MIMAROPA REGION,Ownership type,Private,132
2017,REGION V (BICOL REGION),Ownership type,Private,570
2017,REGION VI (WESTERN VISAYAS),Ownership type,Private,1241
2017,REGION VII (CENTRAL VISAYAS),Ownership type,Private,1039
2017,REGION VIII (EASTERN VISAYAS),Ownership type,Private,402
2017,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,349
2017,REGION X (NORTHERN MINDANAO),Ownership type,Private,618
2017,REGION XI (DAVAO REGION),Ownership type,Private,1072
2017,REGION XII (SOCCSKSARGEN),Ownership type,Private,516
2017,REGION XIII (Caraga),Ownership type,Private,129
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,14
2017,NO INFO,Ownership type,Private,26
2017,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,5852
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,668
2017,REGION I (ILOCOS REGION),Ownership type,Public,926
2017,REGION II (CAGAYAN VALLEY),Ownership type,Public,575
2017,REGION III (CENTRAL LUZON),Ownership type,Public,1604
2017,REGION IV-A (CALABARZON),Ownership type,Public,887
2017,MIMAROPA REGION,Ownership type,Public,283
2017,REGION V (BICOL REGION),Ownership type,Public,715
2017,REGION VI (WESTERN VISAYAS),Ownership type,Public,858
2017,REGION VII (CENTRAL VISAYAS),Ownership type,Public,1069
2017,REGION VIII (EASTERN VISAYAS),Ownership type,Public,583
2017,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,532
2017,REGION X (NORTHERN MINDANAO),Ownership type,Public,624
2017,REGION XI (DAVAO REGION),Ownership type,Public,348
2017,REGION XII (SOCCSKSARGEN),Ownership type,Public,427
2017,REGION XIII (Caraga),Ownership type,Public,332
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,238
2017,NO INFO,Ownership type,Public,0
2018,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,5625
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,219
2018,REGION I (ILOCOS REGION),Ownership type,Private,596
2018,REGION II (CAGAYAN VALLEY),Ownership type,Private,260
2018,REGION III (CENTRAL LUZON),Ownership type,Private,1424
2018,REGION IV-A (CALABARZON),Ownership type,Private,1901
2018,MIMAROPA REGION,Ownership type,Private,81
2018,REGION V (BICOL REGION),Ownership type,Private,351
2018,REGION VI (WESTERN VISAYAS),Ownership type,Private,927
2018,REGION VII (CENTRAL VISAYAS),Ownership type,Private,844
2018,REGION VIII (EASTERN VISAYAS),Ownership type,Private,278
2018,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,236
2018,REGION X (NORTHERN MINDANAO),Ownership type,Private,443
2018,REGION XI (DAVAO REGION),Ownership type,Private,731
2018,REGION XII (SOCCSKSARGEN),Ownership type,Private,311
2018,REGION XIII (Caraga),Ownership type,Private,105
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,12
2018,NO INFO,Ownership type,Private,0
2018,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,3890
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,357
2018,REGION I (ILOCOS REGION),Ownership type,Public,507
2018,REGION II (CAGAYAN VALLEY),Ownership type,Public,355
2018,REGION III (CENTRAL LUZON),Ownership type,Public,936
2018,REGION IV-A (CALABARZON),Ownership type,Public,450
2018,MIMAROPA REGION,Ownership type,Public,197
2018,REGION V (BICOL REGION),Ownership type,Public,394
2018,REGION VI (WESTERN VISAYAS),Ownership type,Public,629
2018,REGION VII (CENTRAL VISAYAS),Ownership type,Public,792
2018,REGION VIII (EASTERN VISAYAS),Ownership type,Public,395
2018,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,312
2018,REGION X (NORTHERN MINDANAO),Ownership type,Public,355
2018,REGION XI (DAVAO REGION),Ownership type,Public,197
2018,REGION XII (SOCCSKSARGEN),Ownership type,Public,237
2018,REGION XIII (Caraga),Ownership type,Public,255
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,189
2018,NO INFO,Ownership type,Public,0
2019,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,5625
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,219
2019,REGION I (ILOCOS REGION),Ownership type,Private,596
2019,REGION II (CAGAYAN VALLEY),Ownership type,Private,260
2019,REGION III (CENTRAL LUZON),Ownership type,Private,1424
2019,REGION IV-A (CALABARZON),Ownership type,Private,1901
2019,MIMAROPA REGION,Ownership type,Private,81
2019,REGION V (BICOL REGION),Ownership type,Private,351
2019,REGION VI (WESTERN VISAYAS),Ownership type,Private,927
2019,REGION VII (CENTRAL VISAYAS),Ownership type,Private,844
2019,REGION VIII (EASTERN VISAYAS),Ownership type,Private,278
2019,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Private,236
2019,REGION X (NORTHERN MINDANAO),Ownership type,Private,443
2019,REGION XI (DAVAO REGION),Ownership type,Private,731
2019,REGION XII (SOCCSKSARGEN),Ownership type,Private,311
2019,REGION XIII (Caraga),Ownership type,Private,105
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Private,12
2019,NO INFO,Ownership type,Private,0
2019,NATIONAL CAPITAL REGION (NCR),Ownership type,Public,3890
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Public,352
2019,REGION I (ILOCOS REGION),Ownership type,Public,507
2019,REGION II (CAGAYAN VALLEY),Ownership type,Public,355
2019,REGION III (CENTRAL LUZON),Ownership type,Public,936
2019,REGION IV-A (CALABARZON),Ownership type,Public,450
2019,MIMAROPA REGION,Ownership type,Public,197
2019,REGION V (BICOL REGION),Ownership type,Public,394
2019,REGION VI (WESTERN VISAYAS),Ownership type,Public,629
2019,REGION VII (CENTRAL VISAYAS),Ownership type,Public,792
2019,REGION VIII (EASTERN VISAYAS),Ownership type,Public,395
2019,REGION IX (ZAMBOANGA PENINSULA),Ownership type,Public,312
2019,REGION X (NORTHERN MINDANAO),Ownership type,Public,355
2019,REGION XI (DAVAO REGION),Ownership type,Public,197
2019,REGION XII (SOCCSKSARGEN),Ownership type,Public,237
2019,REGION XIII (Caraga),Ownership type,Public,255
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Ownership type,Public,189
2019,NO INFO,Ownership type,Public,0
2020,NATIONAL CAPITAL REGION (NCR),Ownership type,Private,5625
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Ownership type,Private,219
2020,REGION I (ILOCOS REGION),Ownership type,Private,596
2020,REGION II (CAGAYAN VALLEY),Ownership type,Private,260
2020,REGION III (CENTRAL LUZON),Ownership type,Private,1424
